# PKHeX form -> PokeAPI sprite stems. Generated by tools/SpriteForms/build.py; do not edit.
# Form data: PokeAPI (https://github.com/PokeAPI/pokeapi) BSD-3-Clause; files: PokeAPI/sprites.
711-3	10032	3	10032	3
712-0	712	3	712	3
713-0	713	3	713	3
713-1	10243	3	10243	3
713-2	10243	3	10243	3
714-0	714	3	714	3
715-0	715	3	715	3
716-0	716-neutral	3	716-neutral	3
716-1	716-active	3	716-active	3
717-0	717	3	717	3
718-0	718	3	718	3
718-1	10181	3	10181	3
718-2	10118	3	10118	3
718-3	10119	3	10119	3
718-4	10120	3	10120	3
718-5	10301	3	-	0
719-0	719	3	719	3
719-1	10075	3	10075	3
720-0	720	3	720	3
720-1	10086	3	10086	3
721-0	721	3	721	3
722-0	722	3	722	3
723-0	723	3	723	3
724-0	724	3	724	3
724-1	10244	3	10244	3
725-0	725	3	725	3
726-0	726	3	726	3
727-0	727	3	727	3
728-0	728	3	728	3
729-0	729	3	729	3
730-0	730	3	730	3
731-0	731	3	731	3
732-0	732	3	732	3
733-0	733	3	733	3
734-0	734	3	734	3
735-0	735	3	735	3
735-1	10121	3	10121	3
736-0	736	3	736	3
737-0	737	3	737	3
738-0	738	3	738	3
738-1	10122	3	10122	3
739-0	739	3	739	3
740-0	740	3	740	3
740-1	10315	3	-	0
741-0	741	3	741	3
741-1	10123	3	10123	3
741-2	10124	3	10124	3
741-3	10125	3	10125	3
742-0	742	3	742	3
743-0	743	3	743	3
743-1	10150	3	10150	3
744-0	744	3	744	3
744-1	10151	3	10151	3
745-0	745	3	745	3
745-1	10126	3	10126	3
745-2	10152	3	10152	3
746-0	746	3	746	3
746-1	10127	3	10127	3
747-0	747	3	747	3
748-0	748	3	748	3
749-0	749	3	749	3
750-0	750	3	750	3
751-0	751	3	751	3
752-0	752	3	752	3
752-1	10153	3	10153	3
753-0	753	3	753	3
754-0	754	3	754	3
754-1	10128	3	10128	3
755-0	755	3	755	3
756-0	756	3	756	3
757-0	757	3	757	3
758-0	758	3	758	3
758-1	10129	3	10129	3
759-0	759	3	759	3
760-0	760	3	760	3
761-0	761	3	761	3
762-0	762	3	762	3
763-0	763	3	763	3
764-0	764	3	764	3
765-0	765	3	765	3
766-0	766	3	766	3
767-0	767	3	767	3
768-0	768	3	768	3
768-1	10316	3	-	0
769-0	769	3	769	3
770-0	770	3	770	3
771-0	771	3	771	3
772-0	772	3	772	3
773-0	773-normal	3	773	3
773-1	773-fighting	3	773-fighting	3
773-2	773-flying	3	773-flying	3
773-3	773-poison	3	773-poison	3
773-4	773-ground	3	773-ground	3
773-5	773-rock	3	773-rock	3
773-6	773-bug	3	773-bug	3
773-7	773-ghost	3	773-ghost	3
773-8	773-steel	3	773-steel	3
773-9	773-fire	3	773-fire	3
773-10	773-water	3	773-water	3
773-11	773-grass	3	773-grass	3
773-12	773-electric	3	773-electric	3
773-13	773-psychic	3	773-psychic	3
773-14	773-ice	3	773-ice	3
773-15	773-dragon	3	773-dragon	3
773-16	773-dark	3	773-dark	3
773-17	773-fairy	3	773-fairy	3
774-0	774	3	774	3
774-1	10130	3	10130	3
774-2	10131	3	10131	3
774-3	10132	3	10132	3
774-4	10133	3	10133	3
774-5	10134	3	10134	3
774-6	10135	3	10135	3
774-7	10136	3	10136	3
774-8	10137	3	10137	3
774-9	10138	3	10138	3
774-10	10139	3	10139	3
774-11	10140	3	10140	3
774-12	10141	3	10141	3
774-13	10142	3	10142	3
775-0	775	3	775	3
776-0	776	3	776	3
777-0	777	3	777	3
777-1	10154	3	10154	3
778-0	778	3	778	3
778-1	10143	3	10143	3
778-2	10144	3	10144	3
778-3	10145	3	10145	3
779-0	779	3	779	3
780-0	780	3	780	3
780-1	10302	3	-	0
781-0	781	3	781	3
782-0	782	3	782	3
783-0	783	3	783	3
784-0	784	3	784	3
784-1	10146	3	10146	3
785-0	785	3	785	3
786-0	786	3	786	3
787-0	787	3	787	3
788-0	788	3	788	3
789-0	789	3	789	3
790-0	790	3	790	3
791-0	791	3	791	3
792-0	792	3	792	3
793-0	793	3	793	3
794-0	794	3	794	3
795-0	795	3	795	3
796-0	796	3	796	3
797-0	797	3	797	3
798-0	798	3	798	3
799-0	799	3	799	3
800-0	800	3	800	3
800-1	10155	3	10155	3
800-2	10156	3	10156	3
800-3	10157	3	10157	3
801-0	801	3	801	3
801-1	10147	3	10147	3
801-2	10317	3	-	0
801-3	10318	3	-	0
802-0	802	3	802	3
803-0	803	3	803	3
804-0	804	3	804	3
805-0	805	3	805	3
806-0	806	3	806	3
807-0	807	3	807	3
807-1	10319	3	-	0
808-0	808	3	808	3
809-0	809	3	809	3
809-0g	10208	3	10208	3
810-0	810	3	810	3
811-0	811	3	811	3
812-0	812	3	812	3
812-0g	10209	3	10209	3
813-0	813	3	813	3
814-0	814	3	814	3
815-0	815	3	815	3
815-0g	10210	3	10210	3
816-0	816	3	816	3
817-0	817	3	817	3
818-0	818	3	818	3
818-0g	10211	3	10211	3
819-0	819	3	819	3
820-0	820	3	820	3
821-0	821	3	821	3
822-0	822	3	822	3
823-0	823	3	823	3
823-0g	10212	3	10212	3
824-0	824	3	824	3
825-0	825	3	825	3
826-0	826	3	826	3
826-0g	10213	3	10213	3
827-0	827	3	827	3
828-0	828	3	828	3
829-0	829	3	829	3
830-0	830	3	830	3
831-0	831	3	831	3
832-0	832	3	832	3
833-0	833	3	833	3
834-0	834	3	834	3
834-0g	10214	3	10214	3
835-0	835	3	835	3
836-0	836	3	836	3
837-0	837	3	837	3
838-0	838	3	838	3
839-0	839	3	839	3
839-0g	10215	3	10215	3
840-0	840	3	840	3
841-0	841	3	841	3
841-0g	10216	3	10216	3
842-0	842	3	842	3
842-0g	10217	3	10217	3
843-0	843	3	843	3
844-0	844	3	844	3
844-0g	10218	3	10218	3
845-0	845	3	845	3
845-1	10182	3	10182	3
845-2	10183	3	10183	3
846-0	846	3	846	3
847-0	847	3	847	3
848-0	848	3	848	3
849-0	849	3	849	3
849-0g	10219	3	10219	3
849-1	10184	3	10184	3
849-1g	10228	3	10228	3
850-0	850	3	850	3
851-0	851	3	851	3
851-0g	10220	3	10220	3
852-0	852	3	852	3
853-0	853	3	853	3
854-0	854	3	854	3
854-1	854	3	854	3
855-0	855	3	855-phony	3
855-1	855	3	855-antique	3
856-0	856	3	856	3
857-0	857	3	857	3
858-0	858	3	858	3
858-0g	10221	3	10221	3
859-0	859	3	859	3
860-0	860	3	860	3
861-0	861	3	861	3
861-0g	10222	3	10222	3
862-0	862	3	862	3
863-0	863	3	863	3
864-0	864	3	864	3
865-0	865	3	865	3
866-0	866	3	866	3
867-0	867	3	867	3
868-0	868	3	868	3
869-0	869-vanilla-cream-strawberry-sweet	3	869	3
869-0-0	869-vanilla-cream-strawberry-sweet	3	869	3
869-0-1	869-vanilla-cream-berry-sweet	3	-	0
869-0-2	869-vanilla-cream-love-sweet	3	-	0
869-0-3	869-vanilla-cream-star-sweet	3	-	0
869-0-4	869-vanilla-cream-clover-sweet	3	-	0
869-0-5	869-vanilla-cream-flower-sweet	3	-	0
869-0-6	869-vanilla-cream-ribbon-sweet	3	-	0
869-0g	10223	3	10223	3
869-1	869-ruby-cream-strawberry-sweet	3	-	0
869-1-0	869-ruby-cream-strawberry-sweet	3	-	0
869-1-1	869-ruby-cream-berry-sweet	3	-	0
869-1-2	869-ruby-cream-love-sweet	3	-	0
869-1-3	869-ruby-cream-star-sweet	3	-	0
869-1-4	869-ruby-cream-clover-sweet	3	-	0
869-1-5	869-ruby-cream-flower-sweet	3	-	0
869-1-6	869-ruby-cream-ribbon-sweet	3	-	0
869-1g	10223	3	10223	3
869-2	869-matcha-cream-strawberry-sweet	3	-	0
869-2-0	869-matcha-cream-strawberry-sweet	3	-	0
869-2-1	869-matcha-cream-berry-sweet	3	-	0
869-2-2	869-matcha-cream-love-sweet	3	-	0
869-2-3	869-matcha-cream-star-sweet	3	-	0
869-2-4	869-matcha-cream-clover-sweet	3	-	0
869-2-5	869-matcha-cream-flower-sweet	3	-	0
869-2-6	869-matcha-cream-ribbon-sweet	3	-	0
869-2g	10223	3	10223	3
869-3	869-mint-cream-strawberry-sweet	3	-	0
869-3-0	869-mint-cream-strawberry-sweet	3	-	0
869-3-1	869-mint-cream-berry-sweet	3	-	0
869-3-2	869-mint-cream-love-sweet	3	-	0
869-3-3	869-mint-cream-star-sweet	3	-	0
869-3-4	869-mint-cream-clover-sweet	3	-	0
869-3-5	869-mint-cream-flower-sweet	3	-	0
869-3-6	869-mint-cream-ribbon-sweet	3	-	0
869-3g	10223	3	10223	3
869-4	869-lemon-cream-strawberry-sweet	3	-	0
869-4-0	869-lemon-cream-strawberry-sweet	3	-	0
869-4-1	869-lemon-cream-berry-sweet	3	-	0
869-4-2	869-lemon-cream-love-sweet	3	-	0
869-4-3	869-lemon-cream-star-sweet	3	-	0
869-4-4	869-lemon-cream-clover-sweet	3	-	0
869-4-5	869-lemon-cream-flower-sweet	3	-	0
869-4-6	869-lemon-cream-ribbon-sweet	3	-	0
869-4g	10223	3	10223	3
869-5	869-salted-cream-strawberry-sweet	3	-	0
869-5-0	869-salted-cream-strawberry-sweet	3	-	0
869-5-1	869-salted-cream-berry-sweet	3	-	0
869-5-2	869-salted-cream-love-sweet	3	-	0
869-5-3	869-salted-cream-star-sweet	3	-	0
869-5-4	869-salted-cream-clover-sweet	3	-	0
869-5-5	869-salted-cream-flower-sweet	3	-	0
869-5-6	869-salted-cream-ribbon-sweet	3	-	0
869-5g	10223	3	10223	3
869-6	869-ruby-swirl-strawberry-sweet	3	-	0
869-6-0	869-ruby-swirl-strawberry-sweet	3	-	0
869-6-1	869-ruby-swirl-berry-sweet	3	-	0
869-6-2	869-ruby-swirl-love-sweet	3	-	0
869-6-3	869-ruby-swirl-star-sweet	3	-	0
869-6-4	869-ruby-swirl-clover-sweet	3	-	0
869-6-5	869-ruby-swirl-flower-sweet	3	-	0
869-6-6	869-ruby-swirl-ribbon-sweet	3	-	0
869-6g	10223	3	10223	3
869-7	869-caramel-swirl-strawberry-sweet	3	-	0
869-7-0	869-caramel-swirl-strawberry-sweet	3	-	0
869-7-1	869-caramel-swirl-berry-sweet	3	-	0
869-7-2	869-caramel-swirl-love-sweet	3	-	0
869-7-3	869-caramel-swirl-star-sweet	3	-	0
869-7-4	869-caramel-swirl-clover-sweet	3	-	0
869-7-5	869-caramel-swirl-flower-sweet	3	-	0
869-7-6	869-caramel-swirl-ribbon-sweet	3	-	0
869-7g	10223	3	10223	3
869-8	869-rainbow-swirl-strawberry-sweet	3	-	0
869-8-0	869-rainbow-swirl-strawberry-sweet	3	-	0
869-8-1	869-rainbow-swirl-berry-sweet	3	-	0
869-8-2	869-rainbow-swirl-love-sweet	3	-	0
869-8-3	869-rainbow-swirl-star-sweet	3	-	0
869-8-4	869-rainbow-swirl-clover-sweet	3	-	0
869-8-5	869-rainbow-swirl-flower-sweet	3	-	0
869-8-6	869-rainbow-swirl-ribbon-sweet	3	-	0
869-8g	10223	3	10223	3
870-0	870	3	870	3
870-1	10303	3	-	0
871-0	871	3	871	3
872-0	872	3	872	3
873-0	873	3	873	3
874-0	874	3	874	3
875-0	875	3	875	3
875-1	10185	3	10185	3
876-0	876	15	876	15
876-1	10186	3	10186	3
877-0	877	3	877	3
877-1	10187	3	10187	3
878-0	878	3	878	3
879-0	879	3	879	3
879-0g	10224	3	10224	3
880-0	880	3	880	3
881-0	881	3	881	3
882-0	882	3	882	3
883-0	883	3	883	3
884-0	884	3	884	3
884-0g	10225	3	10225	3
885-0	885	3	885	3
886-0	886	3	886	3
887-0	887	3	887	3
888-0	888	3	888	3
888-1	10188	3	10188	3
889-0	889	3	889	3
889-1	10189	3	10189	3
890-0	890	3	890	3
890-1	10190	3	10190	3
891-0	891	3	891	3
892-0	892	3	892	3
892-0g	10226	3	10226	3
892-1	10191	3	10191	3
892-1g	10227	3	10227	3
893-0	893	3	893	3
893-1	10192	3	10192	3
894-0	894	3	894	3
895-0	895	3	895	3
896-0	896	3	896	3
897-0	897	3	897	3
898-0	898	3	898	3
898-1	10193	3	10193	3
898-2	10194	3	10194	3
899-0	899	3	899	3
900-0	900	3	900	3
900-1	900	3	900	3
901-0	901	3	901	3
901-1	10272	3	10272	3
902-0	902	15	902	15
902-1	10248	3	10248	3
903-0	903	3	903	3
904-0	904	3	904	3
905-0	905	3	905	3
905-1	10249	3	10249	3
906-0	906	3	906	3
907-0	907	3	907	3
908-0	908	3	908	3
909-0	909	3	909	3
910-0	910	3	910	3
911-0	911	3	911	3
912-0	912	3	912	3
913-0	913	3	913	3
914-0	914	3	914	3
915-0	915	3	915	3
916-0	916	15	916	15
916-1	10254	3	10254	3
917-0	917	3	917	3
918-0	918	3	918	3
919-0	919	3	919	3
920-0	920	3	920	3
921-0	921	3	921	3
922-0	922	3	922	3
923-0	923	3	923	3
924-0	924	3	924	3
925-0	10257	3	-	0
925-1	925	3	925	3
926-0	926	3	926	3
927-0	927	3	927	3
928-0	928	3	928	3
929-0	929	3	929	3
930-0	930	3	930	3
931-0	931	3	931	3
931-1	10260	3	10260	3
931-2	10261	3	10261	3
931-3	10262	3	10262	3
932-0	932	3	932	3
933-0	933	3	933	3
934-0	934	3	934	3
935-0	935	3	935	3
936-0	936	3	936	3
937-0	937	3	937	3
938-0	938	3	938	3
939-0	939	3	939	3
940-0	940	3	940	3
941-0	941	3	941	3
942-0	942	3	942	3
943-0	943	3	943	3
944-0	944	3	944	3
945-0	945	3	945	3
946-0	946	3	946	3
947-0	947	3	947	3
948-0	948	3	948	3
949-0	949	3	949	3
950-0	950	3	950	3
951-0	951	3	951	3
952-0	952	3	952	3
952-1	10320	3	-	0
953-0	953	3	953	3
954-0	954	3	954	3
955-0	955	3	955	3
956-0	956	3	956	3
957-0	957	3	957	3
958-0	958	3	958	3
959-0	959	3	959	3
960-0	960	3	960	3
961-0	961	3	961	3
962-0	962	3	962	3
963-0	963	3	963	3
964-0	964	3	964	3
964-1	10256	3	10256	3
965-0	965	3	965	3
966-0	966	3	966	3
967-0	967	3	967	3
968-0	968	3	968	3
969-0	969	3	969	3
970-0	970	3	970	3
970-1	10321	3	-	0
971-0	971	3	971	3
972-0	972	3	972	3
973-0	973	3	973	3
974-0	974	3	974	3
975-0	975	3	975	3
976-0	976	3	976	3
977-0	977	3	977	3
978-0	978	3	978	3
978-1	10258	3	10258	3
978-2	10259	3	10259	3
978-3	10322	3	-	0
978-4	10323	3	-	0
978-5	10324	3	-	0
979-0	979	3	979	3
980-0	980	3	980	3
981-0	981	3	981	3
982-0	982	3	982	3
982-1	10255	3	10255	3
983-0	983	3	983	3
984-0	984	3	984	3
985-0	985	3	985	3
986-0	986	3	986	3
987-0	987	3	987	3
988-0	988	3	988	3
989-0	989	3	989	3
990-0	990	3	-	0
991-0	991	3	-	0
992-0	992	3	-	0
993-0	993	3	-	0
994-0	994	3	-	0
995-0	995	3	-	0
996-0	996	3	996	3
997-0	997	3	997	3
998-0	998	3	998	3
998-1	10325	3	-	0
999-0	999	3	999	3
999-1	10263	3	10263	3
1000-0	1000	3	1000	3
1001-0	1001	3	1001	3
1002-0	1002	3	1002	3
1003-0	1003	3	1003	3
1004-0	1004	3	1004	3
1005-0	1005	3	1005	3
1006-0	1006	3	-	0
1007-0	1007	3	1007	3
1007-1	-	0	-	0
1007-2	-	0	-	0
1007-3	-	0	-	0
1007-4	-	0	-	0
1008-0	1008	3	-	0
1008-1	-	0	-	0
1008-2	-	0	-	0
1008-3	-	0	-	0
1008-4	-	0	-	0
1009-0	1009	3	1009	3
1010-0	1010	3	-	0
1011-0	1011	3	1011	3
1012-0	1012	3	1012	3
1012-1	1012	3	1012	3
1013-0	1013	3	1013	3
1013-1	1013	3	1013	3
1014-0	1014	3	1014	3
1015-0	1015	3	1015	3
1016-0	1016	3	1016	3
1017-0	1017	3	-	0
1017-1	10273	3	-	0
1017-2	10274	3	-	0
1017-3	10275	3	-	0
1017-4	1017	3	-	0
1017-5	10273	3	-	0
1017-6	10274	3	-	0
1017-7	10275	3	-	0
1018-0	1018	3	1018	3
1019-0	1019	3	1019	3
1020-0	1020	3	1020	3
1021-0	1021	3	1021	3
1022-0	1022	3	-	0
1023-0	1023	3	-	0
1024-0	1024	3	-	0
1024-1	10276	3	-	0
1024-2	10277	3	-	0
1025-0	1025	3	-	0
